country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
US,"This blend of five Bordeaux grapes has the style and lightly herbal character of a cru Bordeaux. Notes of brambly red fruit and peppery herb combine in a well-balanced wine of medium length, with restrained, lightly earthy tannins.",,87,25.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,L'Ecole No. 41 2009 Merlot (Columbia Valley (WA)),Merlot,L'Ecole No. 41
Canada,"The vines, over 30 years old, deliver layered, racy, detailed flavors. German in style, the wine is loaded with citrus rind, honeysuckle, peach and lemon, finishing with minerals and a lick of honey. Intense and tightly structured for aging.",Old Vine,92,27.0,British Columbia,Okanagan Valley,,Paul Gregutt,@paulgwine ,Tantalus 2006 Old Vine Riesling (Okanagan Valley),Riesling,Tantalus
US,"Pleasantly fruity, with tart raspberry fruit, this easy, accessible Merlot from a single vineyard finishes with a light lick of toast.",Mirage Vineyard,86,22.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Balboa 2009 Mirage Vineyard Merlot (Columbia Valley (WA)),Merlot,Balboa
Italy,"There's an overripe, saturated element to this Trebbiano that is reflected in its deep golden color and its aromas of melon, apricot and honey. The mouthfeel is soft and sticky.",Ancilla,84,15.0,Central Italy,Trebbiano d'Abruzzo,,,,Ciavolich Giuseppe 2009 Ancilla  (Trebbiano d'Abruzzo),Trebbiano,Ciavolich Giuseppe
France,"This normally rich Meursault has gone into overdrive in 2009, producing a superopulent wine. It does, however, balance that with fine acidity and a mineral edge. It opens slowly to give its apple and peach fruits.",Clos des Poruzots Premier Cru,91,58.0,Burgundy,Meursault,,Roger Voss,@vossroger,Roux Père et Fils 2009 Clos des Poruzots Premier Cru  (Meursault),Chardonnay,Roux Père et Fils
Italy,"Dried plum, grilled bell pepper, exotic spice, chocolate and savory herb aromas waft out of the glass. The structured palate delivers prune, graphite, licorice and tobacco alongside big but polished tannins. It has a succulent finish, closing on a mineral note.",,90,55.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Le Ragose 2006  Amarone della Valpolicella Classico,Red Blend,Le Ragose
Portugal,"Smooth and rounded with light, perfumed sweetness, this is an easy and approachable wine. Its pear and kiwi flavors come together easily. Screwcap.",Hera,84,7.0,Vinho Verde,,,Roger Voss,@vossroger,Adega Cooperativa Ponte de Barca 2011 Hera White (Vinho Verde),Portuguese White,Adega Cooperativa Ponte de Barca
US,"Soft, rather sweet and appealing. What it lacks in stuffing and complexity, it makes up for in sheer deliciousness. Opulent in raspberries, cherries, red currants, red licorice, Dr. Pepper, bacon, pepper and sandalwood. Drink now–2013.",Bien Nacido Vineyard,88,39.0,California,Santa Maria Valley,Central Coast,,,Kynsi 2007 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Kynsi
US,"This soft, round and juicy wine is ripe and full bodied, a good representative of the vintage. It shows brambly black fruit, mocha and hints of coconut flakes that endure through the finish.",Spicer Vineyard,88,70.0,California,Stags Leap District,Napa,Virginie Boone,@vboone,J. Moss Wines 2012 Spicer Vineyard Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,J. Moss Wines
Portugal,"This wine shows some of the natural tannic structure of the Douro while really bringing out plenty of fruit. It is rich, full of black fruits, ripe berries and elegant acidity. Firm and fruity at the end, it could age until 2016, but is good to drink now.",Palestra,90,,Douro,,,Roger Voss,@vossroger,Dão Sul 2012 Palestra Red (Douro),Portuguese Red,Dão Sul
France,"Hints of superripe, yellow pear and candied pear make for an enticing nose. The palate is more diffuse but light and fresh. Drink soon while aromas are at their peak.",Trois Châteaux,88,24.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Kuentz-Bas 2014 Trois Châteaux Auxerrois (Alsace),Auxerrois,Kuentz-Bas
US,"Made from grapes grown in the Ritchie Vineyard, as well as others, this rich, mineral-laden expression of the variety is balanced and savory, with a touch of salty brine. Golden-hued, it shows complexity and focus, with a nuanced palate laced with apple skin and pear notes.",,94,60.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Della 2015 Chardonnay (Sonoma Coast),Chardonnay,Della
US,"There’s a persistent menthol note running through this wine that may prove controversial. My money is that it will integrate with time (say, 2–3 years) into the otherwise rich cherry fruit. The finish is explosively fruity and long, which bodes well for the future.",Reserve,89,34.0,Oregon,Willamette Valley,Willamette Valley,Joe Czerwinski,@JoeCz,Erath 1998 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Erath
US,"The aromas bring notes of apple, hay, medicine cabinet, pepper and game. The flavors are plush in feel, seeming ever so slightly dried out. Still, it brings some appeal.",Newsprint,87,18.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Guardian 2015 Newsprint Malbec (Columbia Valley (WA)),Malbec,Guardian
France,"The delicious, fresh character of the 2014 vintage shows to great advantage in this fruity wine. Apples and peaches dominate the fruit character, while a more mineral edge shows strongly, giving the wine structure and the chance to age. Drink from 2017.",,87,,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Domaine Pascal et Mireille Renaud 2014  Saint-Véran,Chardonnay,Domaine Pascal et Mireille Renaud
US,"An underlying smoky oak impression complements the succulently ripe, soft blue fruit in this medium-bodied wine. The finish is powerfully rich.",Estate,87,42.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Viszlay Vineyards 2013 Estate Zinfandel (Russian River Valley),Zinfandel,Viszlay Vineyards
US,"Few wines are as ripe and fruity as this. It's explosive in raspberry jam and cherry pie flavors, with scads of dusty pie spices, and the smooth tannins make it silky in the mouth. The problem is excessive sweetness. If you like a sugary, glyceriney edge to your red wines, it's for you.",Ellie's Vineyard,85,35.0,California,Dry Creek Valley,Sonoma,,,Wilson 2007 Ellie's Vineyard Petite Sirah (Dry Creek Valley),Petite Sirah,Wilson
US,"Dramatic all around. Deeply aromatic, offering waves of grilled blackberries, currants, violets, sweet buttered cinnamon toast and sandalwood. The tannin structure is superb. Feels classically dense and full-bodied in the mouth, very dry, yet opulent and complex. Grows more concentrated as it airs in the glass. A tremendous wine that needs time. 2012–2020.",Corestone Ridge,96,60.0,California,Napa Valley,Napa,,,Atalon 2006 Corestone Ridge Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Atalon
Spain,"Dusty and dry smelling, with apple and lettuce on the nose. Flavors of green apple are glazed with spice and cinnamon, while the finish leans on papaya and pretty good mouthfeel and texture. Very basic but solid. Drink now.",,85,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Montecillo 2007 Viura (Rioja),Viura,Montecillo
US,"The blend includes old vine (1972 planting) Cabernet from Sagemoor, along with some Klipsun fruit and Seven Hills Merlot. This shows solid winemaking, excellent varietal character, and the structure to age gracefully. The tight cassis fruit is delineated with details of tarragon, rosemary and thyme.",,91,30.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Tempus Cellars 2007 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Tempus Cellars
US,"There seems to be a bit of residual sugar in this wine, just enough to offset the searing acidity. Some nice flower notes highlight the aromas, with flavors of tart peach and citrus filling in the rest.",,87,25.0,Oregon,McMinnville,Willamette Valley,Paul Gregutt,@paulgwine ,Hyland 2011 Riesling (McMinnville),Riesling,Hyland
US,"Here is an utterly irresistible wine—spicy, sensuous and layered with beautifully ripened citrus, tree and tropical fruits. A whiff of pine needle continues as a flavor thread, along with vanilla, buttered nuts, lemongrass and macaroon. This wine just keeps on going.",Shea Vineyard,95,35.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Shea 2013 Shea Vineyard Chardonnay (Willamette Valley),Chardonnay,Shea
Spain,"Full and blowsy for Verdejo, with orange, grapefruit and minerally aromas. The palate is zesty, with orange, tangerine and passion fruit flavors. With pretty good fruit character, adequate acidity and a slick-feeling finish, this is a good effort that should be drunk right away.",El Bufón,86,12.0,Northern Spain,Rueda,,Michael Schachner,@wineschach,Reina de Castilla 2009 El Bufón Verdejo (Rueda),Verdejo,Reina de Castilla
US,"Black licorice and compost add life and breadth to this roundly tannic, richly layered wine. Huckleberry and dark cherry give it a welcome fruitiness that's ripe and lush, as vanilla and cardamom complement the fruit.",Dry Farmed Estate,92,80.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Nicholson Ranch 2014 Dry Farmed Estate Pinot Noir (Sonoma Coast),Pinot Noir,Nicholson Ranch
US,"From the Cerise and Ridley vineyards, this wine explores two sites within the Anderson Valley. In taste it offers intense sour cherry, a flavor that finds its balance mid-palate, blossoming into smooth, spicy, full-bodied, oak-kissed goodness.",Two Terroirs C + R,91,40.0,California,Anderson Valley,,Virginie Boone,@vboone,Phillips Hill 2011 Two Terroirs C + R Pinot Noir (Anderson Valley),Pinot Noir,Phillips Hill
US,"An exuberantly fruity, low-tannin Pinot with quite a bit of charm. Bursting with young, jammy wild-berry fruit, it tastes fruity and very spicy. Has those soft, juicy tannins that make it immediately drinkable, especially with spicy, salty foods.",Vintner's Reserve,87,17.0,California,California,California Other,,,Kendall-Jackson 1998 Vintner's Reserve Pinot Noir (California),Pinot Noir,Kendall-Jackson
Italy,"A blend of 60% Chardonnay, 30% Pinot Bianco and 10% Pinot Nero, this doesn't have a very expressive nose. The brisk palate offers easy-drinking appeal with citrus, apple and peach flavors alongside sharp acidity and vivacious bubbles.",Brut,87,40.0,Lombardy,Franciacorta,,Kerin O’Keefe,@kerinokeefe,Ricci Curbastro NV Brut Sparkling (Franciacorta),Sparkling Blend,Ricci Curbastro
US,"Average- quality Chardonnay, with ripe tropical fruit and spice flavors, sound acidity and a pleasantly rich coat of smoky, buttery oak. Seems pricey.",Cyrano,84,28.0,California,Monterey County,Central Coast,,,Snosrap 2007 Cyrano Chardonnay (Monterey County),Chardonnay,Snosrap
Italy,"Subdued aromas of red berry and rhubarb take shape in the glass. The reserved palate offers up crushed cherry, green tea and a hint of vanilla alongside fresh acidity and slightly astringent tannins.",Glener,88,21.0,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Castelfeder 2012 Glener Pinot Nero (Alto Adige),Pinot Nero,Castelfeder
US,"Nice and dry, with citrus flavors backed up with bright acidity that gets your tastebuds whistling. It's a wine that calls for goat cheese, grilled veggies, sourdough baguettes, fried chicken, cold cuts and fresh fruit. In other words, a picnic.",,87,7.0,California,California,California Other,,,Barefoot Cellars NV Sauvignon Blanc (California),Sauvignon Blanc,Barefoot Cellars
US,"This wine is a blend of fruit from Sheridan (73%) and Dineen vineyards. It offers aromas of dried herb, violets, mushroom and cedar that are followed by elegant, very pretty fruit flavors. It's more about subtlety than brawn.",StevensFranc,91,32.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Stevens 2013 StevensFranc Cabernet Franc (Yakima Valley),Cabernet Franc,Stevens
US,"With 80% of the blend comprised of Cabernet Sauvignon, supported by every other major red Bordeaux variety, this wine offers dusty tannins around soft, integrated oak, sharp black fruit and dried herb. Robust and ripe on the finish, it should mellow in the cellar, through 2022.",Felicity,91,60.0,California,Coombsville,Napa,Virginie Boone,@vboone,Sodaro 2012 Felicity Red (Coombsville),Bordeaux-style Red Blend,Sodaro
Spain,"With a yellowish color and round melony aromas that are suggestive of candle wax, this feels oily and a touch viscous, but not fat or out of shape. Dry, slightly salty melon flavors finish strong.",,89,14.0,Northern Spain,Rueda,,Michael Schachner,@wineschach,Protos 2015 Verdejo (Rueda),Verdejo,Protos
US,"Quite a bit of Tempranillo is being planted in southern Oregon, and it shows considerable promise. The flavors here suggest cherry cobbler, with ripe fruit at the center. There are streaks of citrus and a touch of toast in the mix, with drying tannins.",,87,26.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Melrose 2012 Tempranillo (Umpqua Valley),Tempranillo,Melrose
Italy,"Aromas of underbrush, espresso, vanilla and plum cake set the stage. The palate offers black cherry, exotic Asian spice, licorice and sugared vanilla alongside bitter wood tannins. Veritas Imports, Tanaro River Imports, Crown.",Riserva,87,29.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Bindi Sergardi 2009 Riserva  (Chianti Classico),Red Blend,Bindi Sergardi
US,"Good price for a semidry blush wine, crisp and clean in acidity, with such rich fruit. The raspberries and cherries have a minerally component that adds structural elegance.",Signature Selection Dry Rosé of,86,12.0,California,Dry Creek Valley,Sonoma,,,Pedroncelli 2013 Signature Selection Dry Rosé of Zinfandel (Dry Creek Valley),Zinfandel,Pedroncelli
US,"Aromas of coffee, barrel spice and dark-blue fruit lead to rich, full-bodied blackberry and spice flavors. It's not for the faint of heart but delivers a lot of enjoyment.",The Estates Clifton Hill Vineyard,89,42.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Milbrandt 2013 The Estates Clifton Hill Vineyard Syrah (Wahluke Slope),Syrah,Milbrandt
