Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
2017-12-24,2017122409,16,3,1.0,01:34,2,994.0,25.0,SF,41.0,59.0,10,31,0.0,0.0,SF,JAX,(1:34) (No Huddle) C.Hyde left tackle to SF 45 for 4 yards (C.Campbell; B.Church).,1,4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Hyde,00-0031045,1,left,tackle,,None,0,,,,C.Campbell,B.Church,,,0,,,0,0,,0,,,,0,23.0,17.0,6.0,6.0,SF,JAX,0,None,3,3,3,3,3,0.023893438671559464,0.10446703732678476,0.0010722431025893327,0.15799329089626424,0.2866117200526182,0.003406683560246565,0.4225555863899376,0.0,0.0,2.403038997548528,-0.08965682120812922,,,0.7805400385420265,0.21945996145797356,0.7789956235157224,0.2210043764842776,0.7805400385420265,-0.0015444150263040912,,,2017
2009-11-22,2009112200,13,3,1.0,13:33,14,1713.0,8.0,IND,33.0,67.0,10,3,0.0,0.0,IND,BAL,"(13:33) J.Addai right end to IND 36 for 3 yards (T.Gooden, R.Lewis).",1,3,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Addai,00-0024245,1,right,end,,None,0,,,,T.Gooden,R.Lewis,,,0,,,0,0,,0,,,,0,14.0,12.0,2.0,2.0,BAL,IND,0,None,3,3,3,3,3,0.0016496358702297678,0.13544706754482505,0.00227801126920026,0.21074785625413692,0.2632326697530579,0.0036731359573479267,0.38297162335120216,0.0,0.0,1.5917134256804506,-0.25863336089250444,,,0.3928135027670567,0.6071864972329433,0.4025718528863994,0.5974281471136006,0.6071864972329433,-0.009758350119342674,,,2009
2013-10-13,2013101301,11,3,3.0,13:08,14,1688.0,28.0,CIN,49.0,51.0,8,21,0.0,1.0,CIN,BUF,"(13:08) (Shotgun) A.Dalton pass short left to M.Sanu pushed ob at BUF 39 for 12 yards (K.Alonso). Screen pass, caught at CIN 49.",1,12,0,0,,,,0,0,,Pass,A.Dalton,00-0027973,1,Complete,Short,0,12,0,left,0,,,None,0,,,M.Sanu,00-0029632,1,,,,K.Alonso,,,,0,,,0,0,,0,,,,0,17.0,10.0,7.0,7.0,BUF,CIN,0,None,3,3,3,3,3,0.0014367403159669932,0.1305663956571872,0.0013755156669610427,0.20671510228185075,0.3243185221764385,0.00475972622844236,0.33082799767315313,0.0,0.0,1.4568150684198329,2.164523726432171,-1.6539981667740526,3.8185218932062233,0.22489266641640027,0.7751073335835997,0.16944572017604465,0.8305542798239554,0.7751073335835997,0.05544694624035562,-0.05308673408742337,0.108533680327779,2013
2011-09-11,2011091112,19,4,3.0,09:12,10,552.0,3.0,NYJ,2.0,2.0,2,77,1.0,1.0,DAL,NYJ,"(9:12) (Shotgun) T.Romo sacked at NYJ 3 for -1 yards (M.Devito). FUMBLES (M.Devito), RECOVERED by NYJ-S.Pouha at NYJ 3. S.Pouha to NYJ 3 for no gain (T.Smith).",1,-1,0,0,,,,0,0,,Sack,,00-0021678,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,M.Devito,,,,1,NYJ,S.Pouha,1,0,,0,,,,0,24.0,17.0,7.0,7.0,NYJ,DAL,0,None,2,3,2,3,2,0.020764611297950885,0.015499568428393916,0.00021506258254683764,0.02102450164578842,0.30297408716289737,0.0040850261408425775,0.6354371427415799,0.0,0.0,5.171051970990644,-4.432398728373998,,,0.09695582418955373,0.9030441758104464,0.17760484675098265,0.8223951532490174,0.9030441758104464,-0.08064902256142893,,,2011
2010-12-02,2010120200,5,2,1.0,12:51,13,2571.0,11.0,PHI,31.0,69.0,10,34,0.0,0.0,PHI,HOU,(12:51) M.Vick pass deep left to J.Maclin ran ob at HOU 35 for 34 yards.,1,34,0,0,,,,0,0,,Pass,M.Vick,00-0020245,1,Complete,Deep,24,10,0,left,0,,,None,0,,,J.Maclin,00-0026995,1,,,,,,,,0,,,0,0,,0,,,,0,14.0,3.0,11.0,11.0,PHI,HOU,0,None,3,3,3,3,3,0.07063726648166503,0.12683955292944513,0.002374340412741069,0.19049533376278668,0.2428894852694523,0.003265799591329668,0.3634982215525802,0.0,0.0,1.5609529299057534,2.27656393904521,1.7610060669979657,0.5155578720472442,0.8499840471477165,0.15001595285228353,0.8801105230083806,0.11988947699161945,0.8499840471477165,0.03012647586066408,0.028580147062838963,0.001546328797825125,2010
2011-12-11,2011121112,7,2,4.0,01:54,2,1914.0,6.0,BUF,37.0,37.0,5,20,0.0,1.0,SD,BUF,"(1:54) M.Scifres punts 25 yards to BUF 12, Center-M.Windt, out of bounds.",1,0,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,16.0,0.0,16.0,16.0,SD,BUF,0,None,2,2,2,2,2,0.4823167755977584,0.04440668455813488,0.0007841298210519216,0.03235814162641972,0.3522963965595239,0.001096736302192889,0.08674113553491819,0.0,0.0,1.3049753063259382,-1.7392171430390793,,,0.932645210128,0.06735478987199994,0.9057514279313796,0.09424857206862047,0.932645210128,-0.02689378219662053,,,2011
2013-11-03,2013110309,7,1,1.0,03:54,4,2934.0,6.0,PIT,23.0,77.0,10,15,0.0,1.0,PIT,NE,(3:54) (Shotgun) B.Roethlisberger pass short right to J.Cotchery to PIT 38 for 15 yards (K.Arrington).,1,15,0,0,,,,0,0,,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,6,9,0,right,0,,,None,0,,,J.Cotchery,00-0022811,1,,,,K.Arrington,,,,0,,,0,0,,0,,,,0,0.0,7.0,-7.0,7.0,NE,PIT,0,None,3,3,3,3,3,0.02043945477628606,0.16234767477137027,0.004953911853898754,0.24748871025566674,0.22526832525261398,0.0034697548780911478,0.3360321682120729,0.0,0.0,0.8055978431869588,1.3520117510649363,0.2965382582746325,1.0554734927903038,0.7097336861331089,0.2902663138668911,0.6679268308228119,0.3320731691771881,0.2902663138668911,0.04180685531029698,0.009319388250317416,0.03248746705997957,2013
2015-11-01,2015110101,13,3,1.0,01:58,2,1018.0,21.0,BAL,42.0,58.0,10,31,0.0,0.0,BAL,SD,(1:58) J.Forsett left guard to SD 49 for 9 yards (M.Ingram). No. 53 - Jeremy Zuttah (BAL) injured on play.,1,9,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Forsett,00-0026373,1,left,guard,,None,0,,,,M.Ingram,,,,0,,,0,0,,0,,,,0,16.0,23.0,-7.0,7.0,BAL,SD,0,None,2,2,3,2,3,0.02121717515037278,0.10210210166144704,0.0009868747082282367,0.1545343316770268,0.2903477092414388,0.003409202299867632,0.42740260526161866,0.0,0.0,2.4796593930153974,1.012748656197604,,,0.3249654142482925,0.6750345857517075,0.3614971170541129,0.6385028829458871,0.3249654142482925,0.03653170280582041,,,2015
2011-09-25,2011092500,16,3,3.0,05:20,6,1220.0,37.0,JAC,31.0,31.0,3,16,0.0,1.0,CAR,JAC,(5:20) C.Newton pass short right to G.Olsen to JAC 22 for 9 yards (D.Cox).,1,9,0,0,,,,0,0,,Pass,C.Newton,00-0027939,1,Complete,Short,9,0,0,right,0,,,None,0,,,G.Olsen,00-0025418,1,,,,D.Cox,,,,0,,,0,0,,0,,,,0,5.0,10.0,-5.0,5.0,CAR,JAC,0,None,3,3,3,3,3,0.005325790479941248,0.06005891139560585,0.0002653248428936669,0.09401175989878817,0.4279309769121565,0.0033402447356715888,0.4090669917349429,0.0,0.0,3.3151526591882914,1.0647905980823809,1.0647905980823809,0.0,0.42291160094466,0.57708839905534,0.4572772513966069,0.5427227486033932,0.42291160094466,0.034365650451946894,0.034365650451946894,0.0,2011
2017-11-05,2017110504,19,3,,03:28,4,1108.0,0.0,LA,35.0,35.0,0,0,0.0,,NYG,LA,"G.Zuerlein kicks 65 yards from LA 35 to end zone, Touchback.",1,0,0,0,,,,0,0,,Kickoff,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,Touchback,,,,,,,0,,,0,0,,0,,,,0,10.0,48.0,-38.0,38.0,NYG,LA,0,None,2,2,3,2,3,0.021788923624055663,0.15523220078097694,0.004196056153007929,0.236339354280058,0.2324985868482801,0.0034769626115532947,0.3464679157020681,0.0,0.0,1.0012609010730715,0.0,,,8.212927475950157e-06,0.999991787072524,8.212927475950157e-06,0.999991787072524,8.212927475950157e-06,0.0,,,2017
2016-10-02,2016100201,24,4,1.0,01:14,2,74.0,0.0,CAR,25.0,75.0,10,9,0.0,0.0,CAR,ATL,(1:14) (Shotgun) D.Anderson pass short middle to E.Dickson to CAR 34 for 9 yards (B.Poole).,1,9,0,0,,,,0,0,,Pass,D.Anderson,00-0023645,1,Complete,Short,9,0,0,middle,0,,,None,0,,,E.Dickson,00-0027675,1,,,,B.Poole,,,,0,,,0,0,,0,,,,0,32.0,47.0,-15.0,15.0,ATL,CAR,0,None,0,3,0,3,0,0.6717863905818552,0.04650615404147639,0.002398202969652808,0.03374273376300788,0.1295447256449653,0.0004999561557760444,0.11552183684326647,0.0,0.0,0.8177729427445234,0.35769429658240026,0.35769429658240026,0.0,0.9956293287366966,0.004370671263303367,0.9940757268627828,0.005924273137217105,0.004370671263303367,0.0015536018739137382,0.0015536018739137382,0.0,2016
2010-10-10,2010101012,13,3,3.0,12:46,13,1666.0,6.0,SF,33.0,33.0,9,47,0.0,0.0,PHI,SF,(12:46) (Shotgun) K.Kolb pass incomplete deep middle to B.Celek.,1,0,0,0,,,,0,0,,Pass,K.Kolb,00-0025423,1,Incomplete Pass,Deep,16,0,0,middle,0,,,None,0,,,B.Celek,00-0025549,0,,,,,,,,0,,,0,0,,0,,,,0,17.0,10.0,7.0,7.0,SF,PHI,0,None,3,3,3,3,3,0.0009892924008426162,0.07592196381845116,0.000372089279876408,0.12312573173426787,0.4539450049864892,0.0044569518926935725,0.3411889658873791,0.0,0.0,2.6686814878015266,-1.184262448348712,1.8189244241028573,-3.0031868724515687,0.19184873990999046,0.8081512600900095,0.22417172299133992,0.7758282770086601,0.8081512600900095,-0.0323229830813494,0.04023645147495058,-0.07255943455629997,2010
2017-12-24,2017122405,23,4,3.0,02:44,3,164.0,4.0,NO,14.0,14.0,3,75,0.0,0.0,ATL,NO,"(2:44) (Shotgun) M.Ryan pass short left to T.Coleman for 14 yards, TOUCHDOWN. Pass 6, YAC 8",1,14,1,1,,,,0,0,,Pass,M.Ryan,00-0026143,1,Complete,Short,6,8,0,left,0,,,None,0,,,T.Coleman,00-0032058,1,,,,,,,,0,,,0,0,,0,,,,0,6.0,23.0,-17.0,17.0,NO,ATL,0,None,0,2,0,2,0,0.17386023978501794,0.02470957529342756,5.212838555694418e-05,0.037964813015939416,0.4332534146978204,0.002121403652318652,0.32803842516991905,0.0,0.0,3.2602853538245595,3.739714646175441,1.4618275486277978,2.277887097547642,0.9799103193994216,0.02008968060057841,0.9508194742704276,0.04918052572957237,0.02008968060057841,0.029090845128993962,0.007048654057406935,0.022042191071587024,2017
2011-12-04,2011120407,7,2,1.0,09:30,10,2370.0,8.0,TB,45.0,45.0,10,37,0.0,0.0,CAR,TB,"(9:30) (Shotgun) J.Stewart up the middle to TB 43 for 2 yards (A.Clayborn, R.Miller).",1,2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Stewart,00-0026153,1,middle,,,None,0,,,,A.Clayborn,R.Miller,,,0,,,0,0,,0,,,,0,14.0,6.0,8.0,8.0,TB,CAR,0,None,2,3,2,3,2,0.0838174742346216,0.06405783250745907,0.0002804477561699892,0.09514067464144058,0.30469834353362873,0.0028969524791363087,0.4491082748475436,0.0,0.0,3.204927743967162,-0.34540870269863744,,,0.17671435446223815,0.8232856455377618,0.1816728861307376,0.8183271138692624,0.8232856455377618,-0.004958531668499465,,,2011
2015-09-20,2015092007,20,4,4.0,02:25,3,145.0,4.0,MIN,19.0,19.0,7,70,0.0,1.0,DET,MIN,(2:25) (Shotgun) M.Stafford pass short left to L.Moore to MIN 12 for 7 yards (T.Newman).,1,7,0,0,,,,0,0,,Pass,M.Stafford,00-0026498,1,Complete,Short,7,0,0,left,0,,,None,0,,,L.Moore,00-0023310,1,,,,T.Newman,,,,0,,,0,0,,0,,,,0,10.0,26.0,-16.0,16.0,MIN,DET,0,None,2,1,2,1,2,0.25355385216997595,0.034112058231197236,0.00020914609563351012,0.050888805956174524,0.5677653738258215,0.002929560981456881,0.09054120273974037,0.0,0.0,1.8839675540404808,2.0989871082815963,2.0989871082815963,0.0,0.9865463562361311,0.013453643763869023,0.9829982692920785,0.017001730707921537,0.013453643763869023,0.0035480869440525117,0.0035480869440525117,0.0,2015
2015-12-27,2015122701,17,4,2.0,03:07,4,187.0,0.0,IND,43.0,57.0,11,25,0.0,0.0,IND,MIA,(3:07) C.Whitehurst pass short right to J.Doyle to IND 45 for 2 yards (K.Sheppard).,1,2,0,0,,,,0,0,,Pass,C.Whitehurst,00-0024296,1,Complete,Short,-3,5,0,right,0,,,None,0,,,J.Doyle,00-0030181,1,,,,K.Sheppard,,,,0,,,0,0,,0,,,,0,18.0,12.0,6.0,6.0,MIA,IND,0,None,2,2,2,2,2,0.3885288732966463,0.07178604214867186,0.0009045548962150586,0.10644804212313916,0.18752663063199768,0.002250618230436707,0.2425552386728933,0.0,0.0,1.3026642679667,-0.43338949160857176,-0.8716920356249921,0.4383025440164202,0.11712171876307075,0.8828782812369292,0.12716824313680342,0.8728317568631966,0.8828782812369292,-0.010046524373732657,-0.024781908051989543,0.014735383678256888,2015
2014-10-19,2014101908,15,3,2.0,05:04,6,1204.0,26.0,WAS,27.0,73.0,2,21,0.0,1.0,WAS,TEN,(5:04) A.Morris left end to WAS 29 for 2 yards (A.Williamson; M.Martin). TEN-S.Hill was injured during the play.,1,2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,A.Morris,00-0029141,1,left,tackle,,None,0,,,,A.Williamson,M.Martin,,,0,,,0,0,,0,,,,0,13.0,10.0,3.0,3.0,WAS,TEN,0,None,3,3,3,3,3,0.015127801849605852,0.15411944956802284,0.003213656930875906,0.2281137436410617,0.21266686670163634,0.0037647680990995952,0.3829937132096978,0.0,0.0,1.2609042607177403,0.0993873238545766,,,0.627809699602664,0.37219030039733597,0.6315074588047843,0.3684925411952157,0.627809699602664,0.003697759202120343,,,2014
2009-11-22,2009112203,16,3,1.0,04:14,5,1154.0,11.0,SF,12.0,88.0,10,4,0.0,0.0,SF,GB,(4:14) (Shotgun) A.Smith pass short right to F.Gore to SF 16 for 4 yards (B.Jones).,1,4,0,0,,,,0,0,,Pass,A.Smith,00-0023436,1,Complete,Short,-2,6,0,right,0,,,None,0,,,F.Gore,00-0023500,1,,,,B.Jones,,,,0,,,0,0,,0,,,,0,10.0,23.0,-13.0,13.0,GB,SF,0,None,2,3,2,3,2,0.02272800322749784,0.19923033058229145,0.011819861044042106,0.30443529518809426,0.1830190953689445,0.0032879306889127924,0.2754794839002171,0.0,0.0,-0.2683882453654389,-0.10513519020671057,-1.0283781624604882,0.9232429722537776,0.8935551504519208,0.10644484954807924,0.8964412157040004,0.10355878429599966,0.10644484954807924,-0.0028860652520795865,-0.013483490042514227,0.010597424790434642,2009
2016-09-18,2016091807,12,3,1.0,04:25,5,1165.0,38.0,DAL,25.0,25.0,10,23,0.0,1.0,WAS,DAL,(4:25) K.Cousins scrambles left end pushed ob at DAL 15 for 10 yards (T.McClain).,1,10,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,K.Cousins,00-0029604,1,left,end,,None,0,,,,T.McClain,,,,0,,,0,0,,0,,,,0,17.0,20.0,-3.0,3.0,WAS,DAL,0,None,3,3,3,3,3,0.004606745591804638,0.03822986723330038,5.042885802123522e-05,0.05790373461351207,0.3697444216054483,0.002775497679819024,0.5266893044180944,0.0,0.0,4.281492789392115,0.2978399257208153,,,0.5204201880367332,0.4795798119632668,0.5299999840807863,0.4700000159192137,0.5204201880367332,0.009579796044053124,,,2016
2012-12-23,2012122314,10,2,2.0,01:11,2,1871.0,5.0,NYJ,41.0,59.0,10,28,0.0,0.0,NYJ,SD,(1:11) (Shotgun) G.McElroy sacked at NYJ 39 for -2 yards (S.Phillips).,1,-2,0,0,,,,0,0,,Sack,,00-0028146,0,,,0,0,1,,0,,,None,0,,,,None,0,,,,S.Phillips,,,,0,,,1,0,,0,,,,0,14.0,9.0,5.0,5.0,NYJ,SD,0,None,2,2,1,2,1,0.5912200699920956,0.04399197697365224,0.0011617495328372686,0.03210685342780392,0.1865436151933467,0.0006394336458809086,0.1443363012343833,0.0,0.0,1.2122164175312262,-0.5176387499553766,,,0.7057474839865159,0.2942525160134841,0.6915752141958371,0.3084247858041629,0.7057474839865159,-0.01417226979067876,,,2012
2010-12-05,2010120505,19,4,1.0,04:31,5,271.0,46.0,CHI,30.0,70.0,10,5,0.0,1.0,CHI,DET,"(4:31) PENALTY on CHI-O.Kreutz, False Start, 5 yards, enforced at CHI 30 - No Play.",1,0,0,0,,,,0,0,,No Play,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,1,CHI,False Start,O.Kreutz,5,24.0,20.0,4.0,4.0,DET,CHI,0,None,3,2,3,2,3,0.366720281302775,0.08656138746975914,0.0017087539593588544,0.1275836363872247,0.16484359536428314,0.0021713399817990505,0.2504110055348003,0.0,0.0,1.0955633797614812,-0.4652127684584194,,,0.24890175049756855,0.7510982495024314,0.2698821267676044,0.7301178732323956,0.7510982495024314,-0.020980376270035798,,,2010
2014-09-14,2014091413,6,2,4.0,11:36,12,2496.0,35.0,SF,24.0,76.0,6,4,0.0,1.0,SF,CHI,"(11:36) A.Lee punts 54 yards to CHI 22, Center-K.Nelson. S.Holmes to CHI 23 for 1 yard (K.Nelson). PENALTY on CHI-C.Jones, Offensive Holding, 10 yards, enforced at CHI 23.",1,1,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,S.Holmes,,K.Nelson,,,,0,,,0,0,,1,CHI,,C.Jones,10,10.0,0.0,10.0,10.0,SF,CHI,0,None,2,2,3,2,3,0.10990282676837804,0.2547579738601982,0.006044001269085018,0.3639308122161813,0.07432881593920186,0.004280240817295008,0.18675532912966056,0.0,0.0,-1.7850433762722144,1.8120576507003807,,,0.7362332412486406,0.2637667587513593,0.8185241358730623,0.18147586412693767,0.7362332412486406,0.08229089462442163,,,2014
2011-11-06,2011110611,18,4,3.0,10:37,11,637.0,35.0,ARI,34.0,66.0,8,4,0.0,0.0,ARI,STL,(10:37) (Shotgun) J.Skelton scrambles right end pushed ob at ARI 36 for 2 yards (R.Quinn).,1,2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Skelton,00-0027754,1,right,end,,None,0,,,,R.Quinn,,,,0,,,0,0,,0,,,,0,6.0,13.0,-7.0,7.0,ARI,STL,0,None,2,2,3,2,3,0.11709032320782482,0.16060555169919755,0.0031553269933571326,0.23979018058989915,0.20448415181191013,0.003950920116677908,0.2709235455811333,0.0,0.0,0.3511605415234185,-1.2429122964405477,,,0.2296060589280804,0.7703939410719196,0.18788329856430094,0.8121167014356991,0.2296060589280804,-0.04172276036377945,,,2011
2010-11-28,2010112804,19,4,1.0,07:25,8,445.0,49.0,PHI,46.0,54.0,10,37,0.0,1.0,PHI,CHI,"(7:25) (Shotgun) M.Vick scrambles left tackle to CHI 44 for 10 yards (B.Urlacher). PENALTY on CHI-A.Adams, Illegal Use of Hands, 5 yards, enforced at CHI 44.",1,10,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,M.Vick,00-0020245,1,left,tackle,,None,0,,,,B.Urlacher,,,,0,,,0,0,,1,CHI,Illegal Use of Hands,A.Adams,5,16.0,31.0,-15.0,15.0,CHI,PHI,0,None,2,1,2,1,2,0.1623870440538946,0.07576689078565803,0.0005703169552594571,0.11214801832712376,0.25950120812478283,0.0027711634924634373,0.386855358260818,0.0,0.0,2.478556024627642,0.8950550354117768,,,0.9255701939771112,0.07442980602288868,0.9158219693982612,0.08417803060173865,0.07442980602288868,0.00974822457884997,,,2010
2011-10-30,2011103010,10,2,3.0,07:54,8,2274.0,5.0,SEA,11.0,89.0,10,11,0.0,1.0,SEA,CIN,"(7:54) (Shotgun) T.Jackson pass short left to S.Rice to SEA 20 for 9 yards (L.Hall; B.Johnson). Seattle challenged the first down ruling, and the play was REVERSED. (Shotgun) T.Jackson pass short left to S.Rice to SEA 22 for 11 yards (L.Hall; B.Johnson).",1,9,0,0,,,,0,0,,Pass,T.Jackson,00-0024279,1,Complete,Short,-1,12,0,left,0,,,None,0,,,S.Rice,00-0025431,1,,,,L.Hall,B.Johnson,,,0,,,0,1,Reversed,0,,,,0,3.0,10.0,-7.0,7.0,SEA,CIN,0,None,2,2,1,2,1,0.2518527025517784,0.20385840923407625,0.010662744752705944,0.2951360107985003,0.0841042227639432,0.002823075966322402,0.15156283393267372,0.0,0.0,-1.3799541350439526,2.0680029744641004,-0.9090767994808432,2.9770797739449435,0.2314507360400819,0.7685492639599181,0.2976061812519516,0.7023938187480483,0.2314507360400819,0.06615544521186972,-0.02396242704191992,0.09011787225378964,2011
2013-10-28,2013102800,9,2,4.0,03:45,4,2025.0,22.0,STL,25.0,75.0,14,9,0.0,1.0,STL,SEA,"(3:45) J.Hekker punts 38 yards to SEA 37, Center-J.McQuaide. G.Tate to SEA 37 for no gain (W.Witherspoon).",1,0,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,G.Tate,,W.Witherspoon,,,,0,,,0,0,,0,,,,0,3.0,7.0,-4.0,4.0,STL,SEA,0,None,2,2,2,2,2,0.4557724570611295,0.15950633878478596,0.0039793805174189,0.2195635778501814,0.05645760114753962,0.0027613321409171963,0.10195931249802732,0.0,0.0,-1.1348121671298208,-0.3127235930579104,,,0.32254931706063433,0.6774506829393656,0.32728291809271115,0.6727170819072887,0.32254931706063433,0.004733601032076817,,,2013
2015-11-22,2015112204,12,2,3.0,06:12,7,2172.0,24.0,TB,35.0,35.0,3,61,0.0,0.0,PHI,TB,"(6:12) (No Huddle, Shotgun) M.Sanchez pass short right to D.Sproles for 35 yards, TOUCHDOWN.",1,35,1,1,,,,0,0,,Pass,M.Sanchez,00-0026898,1,Complete,Short,-3,38,0,right,0,,,None,0,,,D.Sproles,00-0023564,1,,,,,,,,0,,,0,0,,0,,,,0,7.0,21.0,-14.0,14.0,PHI,TB,0,None,3,3,3,3,3,0.15201576769058714,0.055851859466568864,0.0002889414288474501,0.08423912668872972,0.34525173781855306,0.002788800023981801,0.35956376688273195,0.0,0.0,2.8004718336042367,4.199528166395764,-1.7231553231765633,5.922683489572327,0.15936033578660486,0.8406396642133951,0.2630871496759893,0.7369128503240107,0.15936033578660486,0.10372681388938444,-0.02888968992616236,0.1326165038155468,2015
2016-09-25,2016092506,16,3,1.0,06:29,7,1289.0,0.0,WAS,25.0,75.0,10,0,0.0,0.0,WAS,NYG,(6:29) K.Cousins pass incomplete short right to D.Jackson.,1,0,0,0,,,,0,0,,Pass,K.Cousins,00-0029604,1,Incomplete Pass,Short,5,0,0,right,0,,,None,0,,,D.Jackson,00-0026189,0,,,,,,,,0,,,0,0,,0,,,,0,23.0,24.0,-1.0,1.0,NYG,WAS,0,None,2,3,2,3,2,0.010639081890160476,0.1580899146582339,0.0042846154750002825,0.2423455148445444,0.23406551996310296,0.0035442763767920345,0.3470310767921658,0.0,0.0,0.9592450713515408,-0.7616759320128981,0.08619478238171996,-0.847870714394618,0.5091715424412544,0.4908284575587457,0.5342461820884803,0.4657538179115198,0.4908284575587457,-0.02507463964722589,0.0026791994980978067,-0.0277538391453237,2016
2012-12-02,2012120208,4,1,4.0,04:44,5,2984.0,7.0,TEN,7.0,93.0,8,2,0.0,1.0,TEN,HOU,"(4:44) (Punt formation) B.Kern punts 70 yards to HOU 23, Center-B.Brinkley. K.Martin to HOU 41 for 18 yards (T.Shaw). PENALTY on HOU-B.Harris, Illegal Block Above the Waist, 10 yards, enforced at HOU 35.",1,18,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,K.Martin,,T.Shaw,,,,0,,,0,0,,1,HOU,,B.Harris,10,3.0,7.0,-4.0,4.0,TEN,HOU,0,None,3,3,3,3,3,0.01605107070873078,0.3280107341049903,0.012085392668044807,0.4645054979579874,0.02911505819544035,0.003398309139168051,0.1468339372256383,0.0,0.0,-3.1377621199128467,2.1493734642734097,,,0.26321193658243225,0.7367880634175678,0.34851460416415525,0.6514853958358447,0.26321193658243225,0.085302667581723,,,2012
2015-12-27,2015122709,3,1,2.0,04:28,5,2968.0,43.0,BUF,45.0,45.0,6,20,0.0,0.0,DAL,BUF,"(4:28) K.Moore pass incomplete deep left to T.Williams. Thrown wide of receiver, near sideline at BUF 23.",1,0,0,0,,,,0,0,,Pass,K.Moore,00-0029234,1,Incomplete Pass,Deep,22,0,0,left,0,,,None,0,,,T.Williams,00-0030542,0,,,,,,,,0,,,0,0,,0,,,,0,3.0,0.0,3.0,3.0,BUF,DAL,0,None,3,3,3,3,3,0.008953442575573978,0.08148604712740866,0.000528428467492737,0.12410054635992325,0.3379713898138024,0.0035058682977220077,0.443454277358077,0.0,0.0,3.0108870247067165,-0.8165692881996773,1.3376600264017138,-2.154229314601391,0.31270737811925864,0.6872926218807414,0.34148872800616203,0.6585112719938381,0.6872926218807414,-0.0287813498869034,0.04473336240691539,-0.07351471229381877,2015
2014-09-21,2014092102,5,2,1.0,11:43,12,2503.0,33.0,CLE,35.0,35.0,10,43,0.0,0.0,BAL,CLE,(11:43) J.Forsett left guard to CLE 37 for -2 yards (B.Skrine; C.Robertson).,1,-2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Forsett,00-0026373,1,left,guard,,None,0,,,,B.Skrine,C.Robertson,,,0,,,0,0,,0,,,,0,3.0,7.0,-4.0,4.0,CLE,BAL,0,None,3,2,3,2,3,0.0384252371571806,0.049612254143546884,0.0001189387739811262,0.0739490503599807,0.3400448913197304,0.0028403659310304217,0.4950092623145497,0.0,0.0,3.824162249524632,-0.6593051207035221,,,0.5174285893872821,0.48257141061271797,0.5353175530534211,0.4646824469465789,0.48257141061271797,-0.017888963666139183,,,2014
